"","prename","week_end","age","numtotal_atleast1dose","numtotal_partially","numtotal_fully","numtotal_additional","numtotal_2nd_additional","numtotal_recent_fullyoradditional","proptotal_atleast1dose","proptotal_partially","proptotal_fully","proptotal_additional","proptotal_2nd_additional","proptotal_recent_fullyoradditional","Unnamed: 18","Unnamed: 19","Unnamed: 20","Unnamed: 21","Unnamed: 22","Unnamed: 23","Unnamed: 24"
"179","Northwest Territories",2021-01-30,"80+",488,451,37,NA,NA,NA,78.5,72.5,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","Northwest Territories",2021-01-30,"All ages",12247,12122,125,NA,NA,NA,28.2,27.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Nunavut",2021-01-30,"80+",91,91,0,NA,NA,NA,42.9,42.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","Nunavut",2021-01-30,"All ages",5464,5464,0,NA,NA,NA,13.9,13.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Canada",2021-02-06,"80+",109798,99192,10606,NA,NA,NA,6.4,5.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Canada",2021-02-06,"All ages",901485,727674,173811,NA,NA,NA,2.4,1.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Newfoundland and Labrador",2021-02-06,"80+",871,582,289,NA,NA,NA,3.7,2.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Newfoundland and Labrador",2021-02-06,"All ages",8890,4822,4068,NA,NA,NA,1.7,0.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Prince Edward Island",2021-02-06,"80+",1387,684,703,NA,NA,NA,18.8,9.3,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Prince Edward Island",2021-02-06,"All ages",5309,1796,3513,NA,NA,NA,3.2,1.1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Nova Scotia",2021-02-06,"80+",1217,1193,24,NA,NA,NA,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Nova Scotia",2021-02-06,"All ages",12849,7716,5133,NA,NA,NA,1.3,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","New Brunswick",2021-02-06,"80+",1913,1214,699,NA,NA,NA,4.8,3.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","New Brunswick",2021-02-06,"All ages",13262,7843,5419,NA,NA,NA,1.7,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Quebec",2021-02-06,"80+",41824,41824,NA,NA,NA,NA,9.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Quebec",2021-02-06,"All ages",257501,257501,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Ontario",2021-02-06,"80+",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Ontario",2021-02-06,"All ages",277440,175696,101744,NA,NA,NA,1.9,1.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Manitoba",2021-02-06,"80+",6609,6593,16,NA,NA,NA,11.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Manitoba",2021-02-06,"All ages",33641,19998,13643,NA,NA,NA,2.4,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Saskatchewan",2021-02-06,"80+",7497,6607,890,NA,NA,NA,14.8,13.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Saskatchewan",2021-02-06,"All ages",29782,24376,5406,NA,NA,NA,2.5,2.1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Alberta",2021-02-06,"80+",18561,11175,7386,NA,NA,NA,12.9,7.7,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Alberta",2021-02-06,"All ages",90668,68989,21679,NA,NA,NA,2,1.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","British Columbia",2021-02-06,"80+",28634,28195,439,NA,NA,NA,11.8,11.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","British Columbia",2021-02-06,"All ages",143002,130874,12128,NA,NA,NA,2.7,2.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Yukon",2021-02-06,"80+",704,623,81,NA,NA,NA,78.7,69.6,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","Yukon",2021-02-06,"All ages",10447,9968,479,NA,NA,NA,24.2,23.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Northwest Territories",2021-02-06,"80+",485,411,74,NA,NA,NA,78,66.1,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Northwest Territories",2021-02-06,"All ages",12830,12531,299,NA,NA,NA,29.5,28.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Nunavut",2021-02-06,"80+",96,91,5,NA,NA,NA,45.3,42.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Nunavut",2021-02-06,"All ages",5864,5564,300,NA,NA,NA,14.9,14.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Canada",2021-02-13,"80+",126629,100047,26582,NA,NA,NA,7.4,5.8,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Canada",2021-02-13,"All ages",973111,665732,307379,NA,NA,NA,2.5,1.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Newfoundland and Labrador",2021-02-13,"80+",1352,798,554,NA,NA,NA,5.7,3.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Newfoundland and Labrador",2021-02-13,"All ages",9792,4343,5449,NA,NA,NA,1.9,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Prince Edward Island",2021-02-13,"80+",1398,176,1222,NA,NA,NA,18.9,2.4,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Prince Edward Island",2021-02-13,"All ages",5697,799,4898,NA,NA,NA,3.5,0.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","Nova Scotia",2021-02-13,"80+",1524,1201,323,NA,NA,NA,3.2,2.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Nova Scotia",2021-02-13,"All ages",14727,6688,8039,NA,NA,NA,1.5,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","New Brunswick",2021-02-13,"80+",2001,1288,713,NA,NA,NA,5,3.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","New Brunswick",2021-02-13,"All ages",13661,6158,7503,NA,NA,NA,1.7,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Quebec",2021-02-13,"80+",54175,54175,NA,NA,NA,NA,12.8,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Quebec",2021-02-13,"All ages",293739,293739,NA,NA,NA,NA,3.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Ontario",2021-02-13,"80+",0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Ontario",2021-02-13,"All ages",292983,118340,174643,NA,NA,NA,2,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Manitoba",2021-02-13,"80+",6720,4968,1752,NA,NA,NA,12,8.9,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Manitoba",2021-02-13,"All ages",34848,14442,20406,NA,NA,NA,2.5,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Saskatchewan",2021-02-13,"80+",8111,5979,2132,NA,NA,NA,16.1,11.8,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Saskatchewan",2021-02-13,"All ages",32883,23338,9545,NA,NA,NA,2.8,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Alberta",2021-02-13,"80+",21034,4150,16884,NA,NA,NA,14.6,2.9,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Alberta",2021-02-13,"All ages",94996,44314,50682,NA,NA,NA,2.1,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","British Columbia",2021-02-13,"80+",29012,26288,2724,NA,NA,NA,11.9,10.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","British Columbia",2021-02-13,"All ages",149190,126556,22634,NA,NA,NA,2.9,2.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Yukon",2021-02-13,"80+",711,564,147,NA,NA,NA,79.4,63,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Yukon",2021-02-13,"All ages",10524,9657,867,NA,NA,NA,24.4,22.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Northwest Territories",2021-02-13,"80+",487,394,93,NA,NA,NA,78.3,63.3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Northwest Territories",2021-02-13,"All ages",13575,12996,579,NA,NA,NA,31.2,29.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Nunavut",2021-02-13,"80+",104,66,38,NA,NA,NA,49.1,31.1,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Nunavut",2021-02-13,"All ages",6496,4362,2134,NA,NA,NA,16.5,11.1,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Canada",2021-02-20,"80+",234927,143244,91683,NA,NA,NA,13.7,8.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Canada",2021-02-20,"All ages",1086633,651343,435290,NA,NA,NA,2.8,1.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Newfoundland and Labrador",2021-02-20,"80+",1577,1008,569,NA,NA,NA,6.7,4.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Newfoundland and Labrador",2021-02-20,"All ages",10436,4324,6112,NA,NA,NA,2,0.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Prince Edward Island",2021-02-20,"80+",1435,118,1317,NA,NA,NA,19.4,1.6,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Prince Edward Island",2021-02-20,"All ages",6458,1297,5161,NA,NA,NA,3.9,0.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Nova Scotia",2021-02-20,"80+",1524,1201,323,NA,NA,NA,3.2,2.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Nova Scotia",2021-02-20,"All ages",14915,6690,8225,NA,NA,NA,1.5,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","New Brunswick",2021-02-20,"80+",2497,1353,1144,NA,NA,NA,6.3,3.4,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","New Brunswick",2021-02-20,"All ages",15271,4239,11032,NA,NA,NA,1.9,0.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Quebec",2021-02-20,"80+",77553,77553,NA,NA,NA,NA,18.3,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Quebec",2021-02-20,"All ages",345987,345987,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Ontario",2021-02-20,"80+",80451,26627,53824,NA,NA,NA,11.9,3.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Ontario",2021-02-20,"All ages",319915,84862,235053,NA,NA,NA,2.2,0.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Manitoba",2021-02-20,"80+",6902,2826,4076,NA,NA,NA,12.3,5,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Manitoba",2021-02-20,"All ages",36279,11082,25197,NA,NA,NA,2.6,0.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Saskatchewan",2021-02-20,"80+",9667,6323,3344,NA,NA,NA,19.1,12.5,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Saskatchewan",2021-02-20,"All ages",37784,21811,15973,NA,NA,NA,3.2,1.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Alberta",2021-02-20,"80+",22430,4854,17576,NA,NA,NA,15.5,3.4,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Alberta",2021-02-20,"All ages",103236,37048,66188,NA,NA,NA,2.3,0.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","British Columbia",2021-02-20,"80+",29574,20455,9119,NA,NA,NA,12.2,8.4,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","British Columbia",2021-02-20,"All ages",164249,109031,55218,NA,NA,NA,3.1,2.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Yukon",2021-02-20,"80+",714,555,159,NA,NA,NA,79.8,62,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Yukon",2021-02-20,"All ages",10613,9523,1090,NA,NA,NA,24.6,22.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Northwest Territories",2021-02-20,"80+",498,342,156,NA,NA,NA,80.1,55,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Northwest Territories",2021-02-20,"All ages",14517,12583,1934,NA,NA,NA,33.4,28.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Nunavut",2021-02-20,"80+",105,29,76,NA,NA,NA,49.5,13.7,35.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Nunavut",2021-02-20,"All ages",6973,2866,4107,NA,NA,NA,17.7,7.3,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Canada",2021-02-27,"80+",315658,203584,112074,NA,NA,NA,18.4,11.9,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Canada",2021-02-27,"All ages",1381587,843166,538421,NA,NA,NA,3.6,2.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Newfoundland and Labrador",2021-02-27,"80+",2912,2105,807,NA,NA,NA,12.3,8.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Newfoundland and Labrador",2021-02-27,"All ages",16623,8411,8212,NA,NA,NA,3.2,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Prince Edward Island",2021-02-27,"80+",2209,853,1356,NA,NA,NA,29.9,11.5,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Prince Edward Island",2021-02-27,"All ages",7371,2154,5217,NA,NA,NA,4.5,1.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Nova Scotia",2021-02-27,"80+",2363,1345,1018,NA,NA,NA,4.9,2.8,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Nova Scotia",2021-02-27,"All ages",19734,7116,12618,NA,NA,NA,2,0.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","New Brunswick",2021-02-27,"80+",4465,3109,1356,NA,NA,NA,11.2,7.8,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","New Brunswick",2021-02-27,"All ages",21700,9563,12137,NA,NA,NA,2.7,1.2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Quebec",2021-02-27,"80+",120498,120498,NA,NA,NA,NA,28.4,28.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Quebec",2021-02-27,"All ages",431743,431743,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Ontario",2021-02-27,"80+",91163,31525,59638,NA,NA,NA,13.5,4.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Ontario",2021-02-27,"All ages",425162,163239,261923,NA,NA,NA,2.9,1.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Manitoba",2021-02-27,"80+",8298,2222,6076,NA,NA,NA,14.8,4,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Manitoba",2021-02-27,"All ages",46651,17675,28976,NA,NA,NA,3.4,1.3,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Saskatchewan",2021-02-27,"80+",13169,7157,6012,NA,NA,NA,26.1,14.2,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Saskatchewan",2021-02-27,"All ages",46310,22842,23468,NA,NA,NA,3.9,1.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Alberta",2021-02-27,"80+",38762,20940,17822,NA,NA,NA,26.9,14.5,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Alberta",2021-02-27,"All ages",139961,52554,87407,NA,NA,NA,3.2,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","British Columbia",2021-02-27,"80+",30489,13428,17061,NA,NA,NA,12.5,5.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","British Columbia",2021-02-27,"All ages",192763,108741,84022,NA,NA,NA,3.7,2.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Yukon",2021-02-27,"80+",718,141,577,NA,NA,NA,80.2,15.8,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Yukon",2021-02-27,"All ages",10959,6157,4802,NA,NA,NA,25.4,14.3,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","Northwest Territories",2021-02-27,"80+",504,242,262,NA,NA,NA,81,38.9,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Northwest Territories",2021-02-27,"All ages",15214,10656,4558,NA,NA,NA,35,24.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Nunavut",2021-02-27,"80+",108,19,89,NA,NA,NA,50.9,9,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Nunavut",2021-02-27,"All ages",7396,2315,5081,NA,NA,NA,18.8,5.9,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Canada",2021-03-06,"80+",475790,353860,121930,NA,NA,NA,27.8,20.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Canada",2021-03-06,"All ages",1854986,1281301,573685,NA,NA,NA,4.9,3.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Newfoundland and Labrador",2021-03-06,"80+",3537,2502,1035,NA,NA,NA,15,10.6,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Newfoundland and Labrador",2021-03-06,"All ages",21087,11951,9136,NA,NA,NA,4.1,2.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Prince Edward Island",2021-03-06,"80+",3076,1717,1359,NA,NA,NA,41.6,23.2,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Prince Edward Island",2021-03-06,"All ages",8678,3166,5512,NA,NA,NA,5.3,1.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Nova Scotia",2021-03-06,"80+",2842,1636,1206,NA,NA,NA,5.9,3.4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Nova Scotia",2021-03-06,"All ages",25011,10578,14433,NA,NA,NA,2.5,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","New Brunswick",2021-03-06,"80+",5902,4541,1361,NA,NA,NA,14.9,11.4,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","New Brunswick",2021-03-06,"All ages",26329,14182,12147,NA,NA,NA,3.3,1.8,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Quebec",2021-03-06,"80+",178747,178747,NA,NA,NA,NA,42.1,42.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Quebec",2021-03-06,"All ages",548031,548031,NA,NA,NA,NA,6.4,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Ontario",2021-03-06,"80+",138546,73678,64868,NA,NA,NA,20.5,10.9,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Ontario",2021-03-06,"All ages",619315,347483,271832,NA,NA,NA,4.2,2.3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Manitoba",2021-03-06,"80+",11804,5580,6224,NA,NA,NA,21.1,10,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Manitoba",2021-03-06,"All ages",59400,29038,30362,NA,NA,NA,4.3,2.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Saskatchewan",2021-03-06,"80+",18249,11274,6975,NA,NA,NA,36.1,22.3,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Saskatchewan",2021-03-06,"All ages",56522,29136,27386,NA,NA,NA,4.8,2.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Alberta",2021-03-06,"80+",67802,48328,19474,NA,NA,NA,47,33.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Alberta",2021-03-06,"All ages",202240,111622,90618,NA,NA,NA,4.6,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","British Columbia",2021-03-06,"80+",43922,25670,18252,NA,NA,NA,18.1,10.6,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","British Columbia",2021-03-06,"All ages",247556,160497,87059,NA,NA,NA,4.7,3.1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Yukon",2021-03-06,"80+",729,79,650,NA,NA,NA,81.5,8.8,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Yukon",2021-03-06,"All ages",14565,5972,8593,NA,NA,NA,33.8,13.9,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Northwest Territories",2021-03-06,"80+",509,72,437,NA,NA,NA,81.8,11.6,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Northwest Territories",2021-03-06,"All ages",17053,5904,11149,NA,NA,NA,39.2,13.6,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Nunavut",2021-03-06,"80+",125,36,89,NA,NA,NA,59,17,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Nunavut",2021-03-06,"All ages",9199,3741,5458,NA,NA,NA,23.3,9.5,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Canada",2021-03-13,"80+",685369,553780,131589,NA,NA,NA,40,32.3,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Canada",2021-03-13,"All ages",2500228,1902439,597789,NA,NA,NA,6.5,5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Newfoundland and Labrador",2021-03-13,"80+",7193,6107,1086,NA,NA,NA,30.5,25.9,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Newfoundland and Labrador",2021-03-13,"All ages",27418,18176,9242,NA,NA,NA,5.3,3.5,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Prince Edward Island",2021-03-13,"80+",4052,2686,1366,NA,NA,NA,54.8,36.3,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Prince Edward Island",2021-03-13,"All ages",10397,4796,5601,NA,NA,NA,6.3,2.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Nova Scotia",2021-03-13,"80+",6136,4480,1656,NA,NA,NA,12.7,9.3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Nova Scotia",2021-03-13,"All ages",31964,15851,16113,NA,NA,NA,3.2,1.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","New Brunswick",2021-03-13,"80+",6663,5301,1362,NA,NA,NA,16.8,13.3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","New Brunswick",2021-03-13,"All ages",39189,27029,12160,NA,NA,NA,5,3.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Quebec",2021-03-13,"80+",228088,228088,NA,NA,NA,NA,53.8,53.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Quebec",2021-03-13,"All ages",714034,714034,NA,NA,NA,NA,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Ontario",2021-03-13,"80+",239158,165703,73455,NA,NA,NA,35.4,24.5,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Ontario",2021-03-13,"All ages",874937,589270,285667,NA,NA,NA,5.9,4,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Manitoba",2021-03-13,"80+",17196,10753,6443,NA,NA,NA,30.7,19.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Manitoba",2021-03-13,"All ages",72282,39151,33131,NA,NA,NA,5.2,2.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Saskatchewan",2021-03-13,"80+",24448,17414,7034,NA,NA,NA,48.4,34.5,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Saskatchewan",2021-03-13,"All ages",69655,41284,28371,NA,NA,NA,5.9,3.5,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Alberta",2021-03-13,"80+",93126,73462,19664,NA,NA,NA,64.6,50.9,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Alberta",2021-03-13,"All ages",288021,196484,91537,NA,NA,NA,6.5,4.4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","British Columbia",2021-03-13,"80+",57922,39665,18257,NA,NA,NA,23.8,16.3,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","British Columbia",2021-03-13,"All ages",323189,236009,87180,NA,NA,NA,6.2,4.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Yukon",2021-03-13,"80+",745,32,713,NA,NA,NA,83.2,3.6,79.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Yukon",2021-03-13,"All ages",19181,8819,10362,NA,NA,NA,44.5,20.5,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Northwest Territories",2021-03-13,"80+",512,55,457,NA,NA,NA,82.3,8.8,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Northwest Territories",2021-03-13,"All ages",19685,7298,12387,NA,NA,NA,45.3,16.8,28.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Nunavut",2021-03-13,"80+",130,34,96,NA,NA,NA,61.3,16,45.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Nunavut",2021-03-13,"All ages",10276,4238,6038,NA,NA,NA,26.1,10.8,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
